Nome do alimento,Nível 1,Nível 2,Nível 3,Energia [kcal],Energia [kJ],Lípidos [g],Ácidos gordos saturados [g],Ácidos gordos monoinsaturados  [g],Ácidos gordos polinsaturados  [g],Ácido linoleico  [g],Ácidos gordos trans  [g],Hidratos de carbono  [g],Açúcares  [g],Oligossacáridos  [g],Amido  [g],Fibra   [g],Proteínas  [g],Sal   [g],Álcool  [g],Água  [g],Ácidos orgânicos  [g],Colesterol  [mg],Vitamina A   [µg],Caroteno  [µg],Vitamina D  [µg],alfa-tocoferol  [mg],Tiamina  [mg],Riboflavina  [mg],Niacina  [mg],Equivalentes de niacina  [mg],Triptofano/60  [mg],Vitamina B6  [mg],Vitamina B12  [µg],Vitamina C  [mg],Folatos  [µg],Cinza  [g],Sódio  [mg],Potássio  [mg],Cálcio  [mg],Fósforo  [mg],Magnésio  [mg],Ferro  [mg],Zinco  [mg],Selénio  [µg],Iodo  [µg]
Lombo de vaca magro assado com azeite e margarina,Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,205,856,11.1,3.9,5.5,1.4,1.15,0.2,0.0,0.0,0.0,0.0,0.0,26.2,1.1,0.0,59.8,0.0,76.0,23.0,16.0,0.4,0.61,0.03,0.14,2.4,9.85,5.61,0.18,1.3,0.0,14.0,2.33,440.0,210.0,10.0,140.0,23.0,1.8,4.5,,
"Lombo de vaca magro assado com azeite, manteiga e óleo alimentar",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,207,867,11.4,3.6,4.8,2.2,2.0,0.3,0.0,0.0,0.0,0.0,0.0,26.2,1.0,0.0,59.6,0.0,82.0,15.0,1.0,0.4,2.07,0.03,0.14,2.4,9.85,5.61,0.18,1.3,0.0,14.0,2.25,410.0,210.0,11.0,140.0,23.0,1.8,4.5,,
Lombo de vaca magro assado com margarina,Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,198,830,10.4,4.9,3.1,2.0,1.69,0.3,0.0,0.0,0.0,0.0,0.0,26.2,1.2,0.0,60.4,0.0,76.0,47.0,31.0,0.4,0.06,0.03,0.14,2.4,9.85,5.61,0.18,1.3,0.0,14.0,2.46,490.0,210.0,10.0,140.0,23.0,1.8,4.5,,
Lombo de vaca magro assado com óleo alimentar e margarina,Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,205,856,11.1,3.8,3.2,3.6,3.4,0.3,0.0,0.0,0.0,0.0,0.0,26.2,1.1,0.0,59.8,0.0,76.0,23.0,16.0,0.4,2.44,0.03,0.14,2.4,9.85,5.61,0.18,1.3,0.0,14.0,2.33,440.0,210.0,10.0,140.0,23.0,1.8,4.5,,
Pargo mulato cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,80,340,0.7,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.2,0.0,79.6,0.0,34.0,6.0,0.0,0.9,1.9,0.13,0.06,1.6,5.1,3.5,0.22,1.3,0.0,7.0,1.1,81.0,320.0,12.0,180.0,28.0,0.5,0.8,,
"Perna de porco gorda assada, sem molho",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,283,1180,19.2,7.6,7.4,3.6,3.2,0.1,0.0,0.0,0.0,0.0,0.0,27.6,0.5,0.0,50.1,0.0,108.0,0.0,0.0,1.0,0.12,0.61,0.32,9.0,15.0,5.9,0.4,1.3,0.0,1.4,1.9,200.0,320.0,16.0,280.0,26.0,1.6,2.7,,
Polvo cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Moluscos,"Lulas, chocos, polvos",73,310,1.2,0.3,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.7,0.0,83.1,0.0,64.0,3.0,0.0,0.0,0.73,0.02,0.04,1.3,4.6,3.3,0.07,1.3,0.0,12.0,0.9,260.0,240.0,13.0,170.0,43.0,0.7,1.3,,
Queijo Quark natural magro,Leite e produtos lácteos,Queijo,Queijo fresco (não curado),60,254,0.3,0.2,0.1,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,10.3,0.1,0.0,84.6,0.0,7.0,0.0,0.0,0.0,0.0,0.03,0.28,1.1,3.5,2.4,0.07,1.3,0.0,14.0,0.8,41.0,150.0,120.0,150.0,11.0,0.2,0.7,,
Queijo Quark natural meio gordo,Leite e produtos lácteos,Queijo,Queijo fresco (não curado),125,519,8.5,4.6,2.2,0.3,0.2,0.4,3.9,3.9,0.0,0.0,0.0,8.1,0.1,0.0,78.8,0.0,29.0,90.0,0.0,0.1,0.2,0.02,0.24,1.1,3.0,1.9,0.1,1.3,0.0,14.0,0.7,37.0,150.0,110.0,120.0,10.0,0.2,0.4,,
Queijo Roquefort,Leite e produtos lácteos,Queijo,Queijo curado,372,1540,31.5,16.6,7.6,1.1,1.0,1.3,0.2,0.2,0.0,0.0,0.0,22.0,3.9,0.0,41.4,0.0,75.0,210.0,120.0,0.3,0.53,0.05,0.5,0.8,6.0,5.2,0.24,1.3,0.0,38.0,5.0,1560.0,270.0,770.0,450.0,24.0,1.1,2.8,,
"Robalo assado com cebola, azeite, banha e manteiga",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",192,802,11.8,3.2,3.6,2.1,0.613,0.1,0.6,0.2,0.1,0.3,0.1,20.4,1.0,0.2,64.1,0.1,62.0,51.0,11.0,4.8,0.36,0.22,0.08,2.5,6.88,3.86,0.5,1.3,0.8,9.5,2.68,400.0,350.0,60.0,230.0,41.0,0.4,1.4,,
Robalo cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,106,444,3.5,0.8,0.9,0.8,0.18,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.2,0.0,71.8,0.0,52.0,36.0,0.0,5.0,0.17,0.26,0.08,2.7,6.2,3.5,0.49,1.3,0.0,9.5,1.7,95.0,350.0,52.0,230.0,38.0,0.4,1.2,,
Salmão cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe diádromos,273,1130,21.1,4.0,7.8,6.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.4,0.0,57.0,0.0,45.0,65.0,0.0,11.0,5.3,0.17,0.08,3.0,6.9,3.9,0.34,1.3,0.0,8.4,1.1,150.0,230.0,61.0,220.0,26.0,0.3,0.8,,12.0
Choco grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Moluscos,"Lulas, chocos, polvos",109,461,0.6,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,1.3,0.0,70.8,0.0,110.0,12.0,0.0,0.0,1.4,0.05,0.04,1.4,6.9,5.5,0.07,1.4,0.0,10.0,2.8,530.0,390.0,12.0,350.0,64.0,0.1,2.5,,
Espadarte cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,97,410,2.9,0.7,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.2,0.0,77.5,0.0,45.0,0.0,0.0,1.3,0.09,0.11,0.04,4.1,7.4,3.3,0.47,1.4,0.0,14.0,1.3,72.0,390.0,5.0,260.0,30.0,0.6,0.9,,
Espadarte grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,116,488,3.4,0.8,1.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,1.0,0.0,72.9,0.0,54.0,0.0,0.0,1.5,0.11,0.11,0.05,4.7,8.7,4.0,0.47,1.4,0.0,14.0,2.4,380.0,420.0,6.0,290.0,34.0,0.7,1.1,,
Mortadela,Carne e produtos cárneos,Enchidos,Enchidos preservados ou parcialmente preservados,379,1570,33.2,12.4,15.2,3.4,3.0,0.1,1.7,0.0,0.0,1.7,0.0,18.3,3.9,0.0,42.0,0.0,60.0,0.0,0.0,0.0,0.06,0.12,0.16,4.0,7.4,3.4,0.15,1.4,0.0,3.0,3.9,1540.0,200.0,21.0,180.0,14.0,2.2,2.6,,
Queijo Raclette,Leite e produtos lácteos,Queijo,Queijo curado,354,1470,27.8,18.0,6.3,1.1,0.17,1.7,0.4,0.0,0.0,0.0,0.0,25.5,1.7,0.0,42.7,0.1,92.0,248.0,135.0,0.2,0.6,0.01,0.22,0.2,9.2,9.0,0.06,1.4,0.0,50.0,3.37,680.0,73.0,650.0,480.0,26.0,0.1,3.4,8.0,25.0
Queijo Serra da Estrela,Leite e produtos lácteos,Queijo,Queijo fresco (não curado),324,1350,24.0,15.8,5.8,0.8,0.7,1.0,2.0,2.0,0.0,0.0,0.0,23.8,1.5,0.0,45.5,1.6,88.0,240.0,80.0,0.2,0.45,0.05,0.6,0.7,5.6,4.9,0.09,1.4,0.0,31.0,4.72,600.0,80.0,700.0,480.0,53.0,0.7,2.8,,
"Queijo Serra da Estrela, velho",Leite e produtos lácteos,Queijo,Queijo curado,389,1620,31.5,16.6,7.6,1.1,1.0,1.3,0.2,0.2,0.0,0.0,0.0,25.5,2.0,0.0,36.5,1.0,81.0,285.0,10.0,0.2,0.53,0.05,0.65,0.8,6.8,6.0,0.11,1.4,0.0,38.0,5.3,790.0,90.0,820.0,590.0,59.0,0.8,3.1,,
Robalo grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,209,872,13.0,2.6,4.2,3.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.4,0.0,60.1,0.0,59.0,35.0,0.0,6.7,0.21,0.21,0.18,3.5,7.8,4.3,0.13,1.4,0.0,9.3,3.6,560.0,430.0,120.0,440.0,46.0,0.4,1.6,,18.0
"Toucinho  de porco entremeado ligeiramente salgado, cozido sem adição de sal",Carne e produtos cárneos,Tecidos adiposos frescos de animais,Tecido adiposo de mamíferos,372,1540,33.9,11.4,13.1,5.2,4.5,0.2,0.0,0.0,0.0,0.0,0.0,16.7,2.2,0.0,46.2,0.0,71.0,0.0,0.0,0.0,0.0,0.11,0.17,1.9,3.7,1.8,0.09,1.4,0.0,2.9,3.2,860.0,180.0,17.0,78.0,14.0,0.4,1.9,,
Queijo fresco de ovelha,Leite e produtos lácteos,Queijo,Queijo fresco (não curado),204,849,15.6,10.7,3.6,0.5,0.4,0.5,3.9,3.6,0.0,0.0,0.0,11.3,0.8,0.0,66.5,1.0,89.0,234.0,95.0,0.3,0.48,0.05,0.45,0.45,5.35,4.9,0.1,1.45,0.0,27.0,2.81,300.0,120.0,580.0,420.0,39.0,0.7,2.4,,25.0
Almôndegas de vaca,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",252,1050,17.4,7.1,6.7,1.0,0.942,0.6,6.4,1.1,0.2,5.1,0.7,17.0,0.9,0.0,56.2,0.0,95.0,71.0,149.0,0.5,0.54,0.12,0.2,2.9,6.61,3.66,0.41,1.5,11.2,28.0,1.99,370.0,310.0,44.0,220.0,24.0,1.1,2.5,,
Bife de vaca à Marrare com manteiga,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",368,1520,33.3,18.4,8.3,1.0,0.822,1.3,0.9,0.9,0.0,0.0,0.1,16.0,1.5,0.0,47.0,0.0,126.0,247.0,55.0,0.6,0.94,0.08,0.15,3.5,6.91,3.43,0.39,1.5,0.1,12.0,2.2,570.0,300.0,23.0,140.0,22.0,1.2,2.8,,
Bife de vaca à Marrare com margarina,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",363,1500,32.8,16.6,7.8,7.0,6.22,0.3,0.8,0.8,0.0,0.0,0.1,16.0,1.8,0.0,47.0,0.0,58.0,257.0,160.0,0.5,0.35,0.08,0.15,3.5,6.91,3.43,0.38,1.5,0.1,12.0,2.61,710.0,300.0,19.0,140.0,21.0,1.3,2.8,,
"Cantarilho (Redfish) assado com cebola, tomate, azeite e bacon",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",142,593,8.6,1.5,5.3,1.0,0.808,0.0,1.2,1.1,0.1,0.1,0.4,13.6,0.9,0.7,73.7,0.0,31.0,32.0,106.0,1.4,1.89,0.1,0.06,1.9,4.76,2.52,0.17,1.5,3.9,7.2,1.8,360.0,270.0,17.0,140.0,25.0,0.6,0.5,,
"Pargo legítimo assado com cebola, tomate e azeite",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",136,569,6.7,0.9,5.1,0.6,0.462,0.0,1.4,1.2,0.1,0.1,0.5,15.9,0.9,0.8,72.1,0.0,31.0,25.0,123.0,6.3,1.59,0.18,0.02,3.4,7.02,2.93,0.42,1.5,4.6,11.0,2.08,370.0,410.0,13.0,200.0,33.0,0.8,0.7,,
Queijo Parmesão,Leite e produtos lácteos,Queijo,Queijo curado,406,1690,27.8,14.7,7.2,1.1,0.8,1.7,0.1,0.1,0.0,0.0,0.0,37.7,1.9,0.0,28.2,1.5,90.0,248.0,135.0,0.3,0.6,0.02,0.4,0.4,9.4,9.0,0.1,1.5,0.0,20.0,4.7,770.0,150.0,1300.0,900.0,51.0,1.1,4.0,,
Solha crua,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,90,382,1.6,0.3,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.3,0.0,78.2,0.0,85.0,0.0,0.0,10.0,0.35,0.12,0.05,0.51,4.0,3.5,0.13,1.5,0.0,8.5,1.0,110.0,230.0,54.0,170.0,29.0,0.4,0.6,,
Solha grelhada,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,104,439,1.8,0.4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,1.0,0.0,74.4,0.0,98.0,0.0,0.0,11.0,0.42,0.12,0.05,0.56,4.7,4.1,0.13,1.5,0.0,8.2,1.9,410.0,240.0,61.0,190.0,32.0,0.4,0.7,,19.0
Arroz de pato,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),115,484,4.2,1.3,1.7,0.5,0.418,0.0,8.4,0.1,0.0,8.2,0.3,10.8,0.5,0.0,75.3,0.0,50.0,15.0,0.0,0.2,0.05,0.2,0.24,3.0,5.31,2.34,0.22,1.6,0.4,16.0,1.11,220.0,170.0,9.3,120.0,14.0,1.3,1.1,,
Bife de vaca à café,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",226,941,16.5,8.8,4.4,0.6,0.418,0.7,1.6,1.0,0.0,0.6,0.5,16.9,0.7,0.0,61.4,0.9,85.0,91.0,11.0,0.5,0.47,0.09,0.15,3.7,7.37,3.63,0.42,1.6,10.3,14.0,1.55,260.0,340.0,24.0,150.0,22.0,1.3,2.9,,
"Costeleta ou perna de borrego, estufada sem molho",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,185,774,9.2,4.1,3.0,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,25.5,0.6,0.0,62.7,0.0,96.0,0.0,0.0,0.4,0.11,0.08,0.21,3.7,8.5,4.8,0.23,1.6,0.0,2.7,1.9,220.0,210.0,12.0,240.0,25.0,2.3,5.2,,7.0
"Ovo de codorniz, cru",Ovos e ovoprodutos,Ovos não processados,Ovos inteiros,150,622,10.7,3.0,4.9,1.4,0.555,0.1,0.4,0.4,0.0,0.0,0.0,12.9,0.3,0.0,73.4,0.0,643.0,263.0,13.0,2.2,1.9,0.13,0.79,0.15,3.93,3.78,0.15,1.6,0.0,58.3,0.95,110.0,130.0,61.0,220.0,13.0,3.1,1.4,25.0,44.0
"Perna de carneiro magra, estufada sem molho",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,195,816,10.3,4.5,3.2,0.4,0.1,0.6,0.0,0.0,0.0,0.0,0.0,25.6,0.7,0.0,61.3,0.0,96.0,0.0,0.0,0.8,0.05,0.08,0.19,3.7,8.5,4.8,0.18,1.6,0.0,5.3,1.9,260.0,230.0,19.0,270.0,16.0,2.0,2.6,,
Queijo Gruyère,Leite e produtos lácteos,Queijo,Queijo curado,415,1720,33.3,20.8,9.7,1.0,0.5,0.6,1.4,1.4,0.0,0.0,0.0,27.2,1.7,0.0,35.0,0.4,100.0,363.0,225.0,0.3,0.58,0.03,0.39,0.04,6.4,6.4,0.11,1.6,0.0,12.0,4.1,670.0,99.0,950.0,610.0,37.0,0.3,2.3,,
"Gema de ovo de galinha, pasteurizada",Ovos e ovoprodutos,Ovos não processados,Ovoprodutos líquidos,294,1220,25.2,7.9,9.8,4.2,3.98,0.1,1.3,0.2,0.0,0.0,0.0,15.3,0.2,0.0,56.8,0.0,991.0,395.0,10.0,5.2,2.24,0.22,0.56,0.03,3.75,3.72,0.44,1.64,0.0,151.0,1.37,71.0,120.0,130.0,420.0,11.0,3.7,3.2,56.0,
"Bife de vaca (valor médio de acém, alcatra e lombo) frito com manteiga",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,201,839,11.5,5.8,3.6,0.4,0.276,0.5,0.1,0.1,0.0,0.0,0.0,24.2,1.3,0.0,60.9,0.0,89.0,45.0,4.0,0.5,0.21,0.06,0.16,4.0,10.5,5.21,0.33,1.7,0.0,15.0,2.41,520.0,290.0,11.0,170.0,26.0,1.6,4.2,,
"Chouriço de carne de porco, gordo, cru",Carne e produtos cárneos,Enchidos,Enchidos preservados ou parcialmente preservados,544,2250,53.6,18.5,21.2,6.2,5.3,0.2,0.0,0.0,0.0,0.0,0.0,15.4,6.6,0.0,23.0,0.0,96.0,0.0,0.0,0.0,0.2,0.38,0.19,4.0,9.2,5.2,0.27,1.7,0.0,1.0,7.7,2630.0,370.0,23.0,200.0,21.0,2.5,3.1,,13.0
Costeleta ou perna de borrego assada com azeite e margarina,Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,234,973,15.6,5.5,7.0,1.8,1.53,0.2,0.0,0.0,0.0,0.0,0.0,23.3,1.4,0.0,57.9,0.0,80.0,32.0,22.0,0.4,0.87,0.09,0.24,4.4,10.3,4.37,0.24,1.7,0.0,2.9,2.65,560.0,220.0,12.0,220.0,30.0,2.0,4.5,,
Costeleta ou perna de borrego assada com margarina,Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,224,933,14.5,6.9,3.7,2.6,2.28,0.2,0.0,0.0,0.0,0.0,0.0,23.3,1.6,0.0,58.7,0.0,81.0,64.0,43.0,0.4,0.12,0.09,0.24,4.4,10.3,4.37,0.24,1.7,0.0,2.9,2.82,620.0,220.0,12.0,220.0,30.0,2.0,4.5,,
"Costeleta ou perna de borrego, cozida",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,157,661,5.7,2.5,1.8,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,26.5,0.4,0.0,65.7,0.0,91.0,0.0,0.0,0.4,0.11,0.08,0.19,2.5,7.4,4.9,0.21,1.7,0.0,2.5,2.1,160.0,220.0,13.0,250.0,27.0,2.4,5.4,,7.0
Enguia frita,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe diádromos,267,1110,21.6,6.2,2.2,8.2,1.8,0.0,3.2,0.1,0.0,3.1,0.1,14.8,0.4,0.0,58.7,0.0,30.0,806.0,0.0,14.0,4.4,0.26,0.27,1.4,4.2,2.8,0.12,1.7,0.0,9.3,1.6,170.0,180.0,160.0,260.0,18.0,0.5,2.9,,
"Flocos de trigo e arroz enriquecidos com vitaminas, cálcio e ferro",Cereais e produtos à base de cereais,Cereais de pequeno-almoço,Cereais de pequeno almoço processados e misturados,372,1570,1.3,0.4,0.4,0.4,0.4,0.0,79.2,17.2,0.0,62.0,6.5,7.5,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,2.4,2.7,31.0,33.0,1.8,3.4,1.7,102.0,340.0,2.5,600.0,290.0,500.0,170.0,50.0,24.0,2.0,,1.0
"Hambúrguer de vaca, frito",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",207,862,13.8,5.3,6.2,0.5,0.472,0.6,1.2,0.9,0.3,0.0,0.8,19.1,0.9,0.0,62.6,0.0,53.0,49.0,291.0,0.4,0.37,0.16,0.16,3.7,7.74,3.99,0.5,1.7,22.1,34.0,2.18,390.0,400.0,41.0,240.0,27.0,1.1,3.0,,
Lula grelhada,"Peixes, mariscos, anfíbios, répteis e invertebrados",Moluscos,"Lulas, chocos, polvos",144,612,1.6,0.5,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,2.0,0.0,61.6,0.0,260.0,17.0,0.0,6.3,1.8,0.04,0.03,0.63,7.5,6.9,0.1,1.7,0.0,8.8,3.6,820.0,360.0,28.0,240.0,49.0,1.0,0.7,,22.0
"Pá de carneiro, assada com azeite e margarina",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,319,1320,24.6,9.3,9.9,2.0,1.77,0.7,0.0,0.0,0.0,0.0,0.0,24.3,1.4,0.0,48.4,0.0,81.0,32.0,22.0,0.4,0.84,0.09,0.31,3.8,9.72,4.62,0.14,1.7,0.0,2.0,2.3,560.0,220.0,13.0,210.0,19.0,1.5,2.4,,
"Pá de carneiro, assada com margarina",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,310,1290,23.6,10.7,6.6,2.9,2.52,0.7,0.0,0.0,0.0,0.0,0.0,24.3,1.6,0.0,49.2,0.0,81.0,65.0,43.0,0.4,0.08,0.09,0.31,3.8,9.72,4.62,0.14,1.7,0.0,2.0,2.48,630.0,220.0,13.0,210.0,20.0,1.5,2.4,,
"Pá de carneiro, cozida",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,238,995,14.2,6.1,4.6,0.5,0.2,0.7,0.0,0.0,0.0,0.0,0.0,27.6,0.4,0.0,56.5,0.0,91.0,0.0,0.0,0.5,0.08,0.08,0.25,3.0,8.2,5.2,0.12,1.7,0.0,1.7,1.74,170.0,210.0,14.0,240.0,16.0,1.8,2.8,,
"Pá de carneiro, estufada sem molho",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,238,995,14.2,6.1,4.6,0.5,0.3,0.7,0.0,0.0,0.0,0.0,0.0,27.6,0.6,0.0,56.0,0.0,99.0,0.0,0.0,0.5,0.08,0.08,0.29,3.3,8.5,5.2,0.14,1.7,0.0,1.8,1.7,230.0,210.0,14.0,240.0,16.0,1.8,2.8,,
"Pasta de fígado de aves (paté), caseira",Carne e produtos cárneos,Especialidades de carne,Especialidades para barrar à base de fígado,289,1210,17.6,5.6,7.2,2.7,2.39,0.1,4.6,0.5,0.0,4.1,0.3,27.0,1.9,0.5,47.1,0.0,170.0,55.0,5.0,0.5,0.49,0.28,0.43,5.1,11.2,5.51,0.37,1.7,0.0,22.0,2.79,750.0,300.0,31.0,230.0,31.0,2.3,2.3,,
Peixe-espada-preto cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,88,371,2.8,0.5,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.4,0.0,79.7,0.0,24.0,23.0,0.0,2.1,1.1,0.01,0.04,1.8,4.7,2.9,0.16,1.7,0.0,8.3,1.2,140.0,330.0,14.0,180.0,29.0,0.1,0.5,,
Perna de carneiro magra assada com azeite e margarina,Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,242,1010,16.4,5.8,7.3,1.8,1.54,0.4,0.0,0.0,0.0,0.0,0.0,23.5,1.5,0.0,56.7,0.0,81.0,32.0,22.0,0.6,0.82,0.09,0.21,4.5,10.3,4.4,0.2,1.7,0.0,5.9,2.66,610.0,240.0,19.0,250.0,20.0,1.8,2.3,,
Perna de carneiro magra assada com margarina,Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,232,966,15.3,7.2,4.0,2.6,2.29,0.4,0.0,0.0,0.0,0.0,0.0,23.5,1.7,0.0,57.5,0.0,81.0,65.0,43.0,0.6,0.06,0.09,0.21,4.5,10.3,4.4,0.2,1.7,0.0,5.9,2.84,670.0,240.0,20.0,250.0,20.0,1.8,2.3,,
"Perna de peru com pele, assada com margarina",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de aves,212,883,12.5,4.4,4.6,3.2,2.45,0.0,0.0,0.0,0.0,0.0,0.0,24.4,1.2,0.2,60.0,0.0,111.0,16.0,10.0,0.3,0.0,0.07,0.22,5.2,11.0,4.52,0.26,1.7,0.0,16.0,2.51,490.0,260.0,20.0,200.0,24.0,2.0,3.8,,
Polvo cozido sem sal,"Peixes, mariscos, anfíbios, répteis e invertebrados",Moluscos,"Lulas, chocos, polvos",103,434,1.3,0.3,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.4,0.0,74.7,0.0,105.0,7.0,0.0,0.0,2.1,0.01,0.04,2.5,7.6,5.1,0.05,1.7,0.0,13.0,1.2,180.0,160.0,26.0,190.0,49.0,0.5,2.4,,13.0
Queijo Gouda,Leite e produtos lácteos,Queijo,Queijo curado,380,1580,30.6,20.3,7.4,0.9,0.7,1.1,0.0,0.0,0.0,0.0,0.0,25.3,2.3,0.0,40.4,1.0,85.0,281.0,139.0,0.2,0.57,0.03,0.3,0.06,7.1,7.0,0.08,1.7,0.0,43.0,4.7,930.0,82.0,770.0,500.0,32.0,0.3,3.9,,
Queijo Mozzarella fresco,Leite e produtos lácteos,Queijo,Queijo fresco (não curado),256,1060,19.5,11.4,6.0,0.7,0.55,0.8,1.3,0.7,0.0,0.0,0.0,18.7,0.4,0.0,58.8,0.0,46.0,323.0,531.0,0.1,0.39,0.03,0.27,0.4,5.6,5.5,0.07,1.7,0.0,16.0,2.0,140.0,8.0,340.0,350.0,10.0,0.1,2.6,,
Queijo Quark açucarado magro com sabor a fruta,Leite e produtos lácteos,Queijo,Queijo fresco (não curado),78,330,0.1,0.1,0.0,0.0,0.0,0.0,10.8,10.8,0.0,0.0,0.0,8.4,0.1,0.0,79.9,0.0,8.0,0.0,0.0,0.0,0.0,0.02,0.19,1.0,3.0,2.0,0.09,1.7,0.0,19.0,0.8,42.0,150.0,110.0,130.0,10.0,0.2,0.6,,
Solha frita,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,147,620,2.0,0.4,0.5,0.5,0.053,0.0,8.9,0.3,0.0,8.6,0.5,23.0,1.1,0.0,63.3,0.0,99.0,0.0,0.0,12.0,0.45,0.15,0.06,0.73,4.98,4.26,0.17,1.7,0.3,12.0,2.0,440.0,290.0,67.0,220.0,41.0,0.7,0.8,,
"Chouriço de carne de porco, cru",Carne e produtos cárneos,Enchidos,Enchidos preservados ou parcialmente preservados,476,1970,44.1,15.2,17.4,5.1,4.35,0.2,0.0,0.0,0.0,0.0,0.0,20.0,6.2,0.0,27.8,0.0,91.0,0.0,0.0,0.0,0.3,0.54,0.2,4.5,7.75,3.25,0.33,1.75,0.0,1.0,8.6,2470.0,290.0,27.0,240.0,21.0,2.6,3.1,,13.0
